,Date,DISTRICT,Weather Condition
2232,2020-02-06,Bardiya,Clear
2233,2020-02-07,Bardiya,Clear
2234,2020-02-08,Bardiya,Clear
2235,2020-02-09,Bardiya,Clear
2236,2020-02-10,Bardiya,Clear
2237,2020-02-11,Bardiya,Clear
2238,2020-02-12,Bardiya,Clear
2239,2020-02-13,Bardiya,Clear
2240,2020-02-14,Bardiya,Clear
2241,2020-02-15,Bardiya,Clear
2242,2020-02-16,Bardiya,Clear
2243,2020-02-17,Bardiya,Clear
2244,2020-02-18,Bardiya,Clear
2245,2020-02-19,Bardiya,Clear
2246,2020-02-20,Bardiya,Clear
2247,2020-02-21,Bardiya,Clear
2248,2020-02-22,Bardiya,Clear
2249,2020-02-23,Bardiya,Clear
2250,2020-02-24,Bardiya,Clear
2251,2020-02-25,Bardiya,Clear
2252,2020-02-26,Bardiya,Clear
2253,2020-02-27,Bardiya,Clear
2254,2020-02-28,Bardiya,Clear
2255,2020-02-29,Bardiya,Clear
2256,2020-03-01,Bardiya,Clear
2257,2020-03-02,Bardiya,Clear
2258,2020-03-03,Bardiya,Clear
2259,2020-03-04,Bardiya,Clear
2260,2020-03-05,Bardiya,Clear
2261,2020-03-06,Bardiya,Clear
2262,2020-03-07,Bardiya,Clear
2263,2020-03-08,Bardiya,Clear
2264,2020-03-09,Bardiya,Clear
2265,2020-03-10,Bardiya,Clear
2266,2020-03-11,Bardiya,Clear
2267,2020-03-12,Bardiya,Clear
2268,2020-03-13,Bardiya,Clear
2269,2020-03-14,Bardiya,Clear
2270,2020-03-15,Bardiya,Clear
2271,2020-03-16,Bardiya,Clear
2272,2020-03-17,Bardiya,Clear
2273,2020-03-18,Bardiya,Clear
2274,2020-03-19,Bardiya,Clear
2275,2020-03-20,Bardiya,Clear
2276,2020-03-21,Bardiya,Clear
2277,2020-03-22,Bardiya,Clear
2278,2020-03-23,Bardiya,Clear
2279,2020-03-24,Bardiya,Clear
2280,2020-03-25,Bardiya,Clear
2281,2020-03-26,Bardiya,Clear
2282,2020-03-27,Bardiya,Clear
2283,2020-03-28,Bardiya,Clear
2284,2020-03-29,Bardiya,Clear
2285,2020-03-30,Bardiya,Clear
2286,2020-03-31,Bardiya,Clear
2287,2020-04-01,Bardiya,Clear
2288,2020-04-02,Bardiya,Clear
2289,2020-04-03,Bardiya,Clear
2290,2020-04-04,Bardiya,Clear
2291,2020-04-05,Bardiya,Clear
2292,2020-04-06,Bardiya,Clear
2293,2020-04-07,Bardiya,Clear
2294,2020-04-08,Bardiya,Clear
2295,2020-04-09,Bardiya,Clear
2296,2020-04-10,Bardiya,Clear
2297,2020-04-11,Bardiya,Clear
2298,2020-04-12,Bardiya,Clear
2299,2020-04-13,Bardiya,Clear
2300,2020-04-14,Bardiya,Clear
2301,2020-04-15,Bardiya,Clear
2302,2020-04-16,Bardiya,Clear
2303,2020-04-17,Bardiya,Clear
2304,2020-04-18,Bardiya,Clear
2305,2020-04-19,Bardiya,Clear
2306,2020-04-20,Bardiya,Clear
2307,2020-04-21,Bardiya,Clear
2308,2020-04-22,Bardiya,Clear
2309,2020-04-23,Bardiya,Clear
2310,2020-04-24,Bardiya,Clear
2311,2020-04-25,Bardiya,Clear
2312,2020-04-26,Bardiya,Clear
2313,2020-04-27,Bardiya,Clear
2314,2020-04-28,Bardiya,Clear
2315,2020-04-29,Bardiya,Clear
2316,2020-04-30,Bardiya,Clear
2317,2020-05-01,Bardiya,Clear
2318,2020-05-02,Bardiya,Clear
2319,2020-05-03,Bardiya,Clear
2320,2020-05-04,Bardiya,Clear
2321,2020-05-05,Bardiya,Clear
2322,2020-05-06,Bardiya,Clear
2323,2020-05-07,Bardiya,Clear
2324,2020-05-08,Bardiya,Clear
2325,2020-05-09,Bardiya,Clear
2326,2020-05-10,Bardiya,Clear
2327,2020-05-11,Bardiya,Clear
2328,2020-05-12,Bardiya,Clear
2329,2020-05-13,Bardiya,Clear
2330,2020-05-14,Bardiya,Clear
2331,2020-05-15,Bardiya,Clear
2332,2020-05-16,Bardiya,Clear
2333,2020-05-17,Bardiya,Clear
2334,2020-05-18,Bardiya,Clear
2335,2020-05-19,Bardiya,Clear
2336,2020-05-20,Bardiya,Clear
2337,2020-05-21,Bardiya,Clear
2338,2020-05-22,Bardiya,Clear
2339,2020-05-23,Bardiya,Clear
2340,2020-05-24,Bardiya,Clear
2341,2020-05-25,Bardiya,Clear
2342,2020-05-26,Bardiya,Clear
2343,2020-05-27,Bardiya,Clear
2344,2020-05-28,Bardiya,Clear
2345,2020-05-29,Bardiya,Clear
2346,2020-05-30,Bardiya,Clear
2347,2020-05-31,Bardiya,Clear
2348,2020-06-01,Bardiya,Clear
2349,2020-06-02,Bardiya,Clear
2350,2020-06-03,Bardiya,Clear
2351,2020-06-04,Bardiya,Clear
2352,2020-06-05,Bardiya,Clear
2353,2020-06-06,Bardiya,Clear
2354,2020-06-07,Bardiya,Clear
2355,2020-06-08,Bardiya,Clear
2356,2020-06-09,Bardiya,Clear
2357,2020-06-10,Bardiya,Clear
2358,2020-06-11,Bardiya,Clear
2359,2020-06-12,Bardiya,Clear
2360,2020-06-13,Bardiya,Clear
2361,2020-06-14,Bardiya,Clear
2362,2020-06-15,Bardiya,Clear
2363,2020-06-16,Bardiya,Clear
2364,2020-06-17,Bardiya,Clear
2365,2020-06-18,Bardiya,Rainy
2366,2020-06-19,Bardiya,Clear
2367,2020-06-20,Bardiya,Rainy
2368,2020-06-21,Bardiya,Clear
2369,2020-06-22,Bardiya,Rainy
2370,2020-06-23,Bardiya,Rainy
2371,2020-06-24,Bardiya,Rainy
2372,2020-06-25,Bardiya,Rainy
2373,2020-06-26,Bardiya,Rainy
2374,2020-06-27,Bardiya,Rainy
2375,2020-06-28,Bardiya,Rainy
2376,2020-06-29,Bardiya,Rainy
2377,2020-06-30,Bardiya,Rainy
2378,2020-07-01,Bardiya,Rainy
2379,2020-07-02,Bardiya,Rainy
2380,2020-07-03,Bardiya,Rainy
2381,2020-07-04,Bardiya,Rainy
2382,2020-07-05,Bardiya,Rainy
2383,2020-07-06,Bardiya,Rainy
2384,2020-07-07,Bardiya,Rainy
2385,2020-07-08,Bardiya,Rainy
2386,2020-07-09,Bardiya,Rainy
2387,2020-07-10,Bardiya,Rainy
2388,2020-07-11,Bardiya,Rainy
2389,2020-07-12,Bardiya,Rainy
2390,2020-07-13,Bardiya,Rainy
2391,2020-07-14,Bardiya,Rainy
2392,2020-07-15,Bardiya,Rainy
2393,2020-07-16,Bardiya,Rainy
2394,2020-07-17,Bardiya,Rainy
2395,2020-07-18,Bardiya,Rainy
2396,2020-07-19,Bardiya,Rainy
2397,2020-07-20,Bardiya,Rainy
2398,2020-07-21,Bardiya,Rainy
2399,2020-07-22,Bardiya,Rainy
2400,2020-07-23,Bardiya,Rainy
2401,2020-07-24,Bardiya,Rainy
2402,2020-07-25,Bardiya,Rainy
2403,2020-07-26,Bardiya,Rainy
2404,2020-07-27,Bardiya,Rainy
2405,2020-07-28,Bardiya,Rainy
2406,2020-07-29,Bardiya,Rainy
2407,2020-07-30,Bardiya,Rainy
2408,2020-07-31,Bardiya,Rainy
2409,2020-08-01,Bardiya,Rainy
2410,2020-08-02,Bardiya,Rainy
2411,2020-08-03,Bardiya,Rainy
2412,2020-08-04,Bardiya,Rainy
2413,2020-08-05,Bardiya,Rainy
2414,2020-08-06,Bardiya,Rainy
2415,2020-08-07,Bardiya,Rainy
2416,2020-08-08,Bardiya,Rainy
2417,2020-08-09,Bardiya,Rainy
2418,2020-08-10,Bardiya,Rainy
2419,2020-08-11,Bardiya,Rainy
2420,2020-08-12,Bardiya,Rainy
2421,2020-08-13,Bardiya,Rainy
2422,2020-08-14,Bardiya,Rainy
2423,2020-08-15,Bardiya,Rainy
2424,2020-08-16,Bardiya,Rainy
2425,2020-08-17,Bardiya,Rainy
2426,2020-08-18,Bardiya,Rainy
2427,2020-08-19,Bardiya,Rainy
2428,2020-08-20,Bardiya,Rainy
2429,2020-08-21,Bardiya,Rainy
2430,2020-08-22,Bardiya,Rainy
2431,2020-08-23,Bardiya,Rainy
2432,2020-08-24,Bardiya,Rainy
2433,2020-08-25,Bardiya,Rainy
2434,2020-08-26,Bardiya,Rainy
2435,2020-08-27,Bardiya,Rainy
2436,2020-08-28,Bardiya,Rainy
2437,2020-08-29,Bardiya,Rainy
2438,2020-08-30,Bardiya,Rainy
2439,2020-08-31,Bardiya,Rainy
2440,2020-09-01,Bardiya,Rainy
2441,2020-09-02,Bardiya,Rainy
2442,2020-09-03,Bardiya,Rainy
2443,2020-09-04,Bardiya,Rainy
2444,2020-09-05,Bardiya,Rainy
2445,2020-09-06,Bardiya,Rainy
2446,2020-09-07,Bardiya,Rainy
2447,2020-09-08,Bardiya,Rainy
2448,2020-09-09,Bardiya,Cloudy
2449,2020-09-10,Bardiya,Rainy
2450,2020-09-11,Bardiya,Rainy
2451,2020-09-12,Bardiya,Rainy
2452,2020-09-13,Bardiya,Rainy
2453,2020-09-14,Bardiya,Rainy
2454,2020-09-15,Bardiya,Cloudy
2455,2020-09-16,Bardiya,Rainy
2456,2020-09-17,Bardiya,Cloudy
2457,2020-09-18,Bardiya,Cloudy
2458,2020-09-19,Bardiya,Cloudy
2459,2020-09-20,Bardiya,Cloudy
2460,2020-09-21,Bardiya,Rainy
2461,2020-09-22,Bardiya,Cloudy
2462,2020-09-23,Bardiya,Rainy
2463,2020-09-24,Bardiya,Cloudy
2464,2020-09-25,Bardiya,Cloudy
2465,2020-09-26,Bardiya,Cloudy
2466,2020-09-27,Bardiya,Clear
2467,2020-09-28,Bardiya,Clear
2468,2020-09-29,Bardiya,Clear
2469,2020-09-30,Bardiya,Clear
2470,2020-10-01,Bardiya,Cloudy
2471,2020-10-02,Bardiya,Clear
2472,2020-10-03,Bardiya,Clear
2473,2020-10-04,Bardiya,Clear
2474,2020-10-05,Bardiya,Clear
2475,2020-10-06,Bardiya,Clear
2476,2020-10-07,Bardiya,Clear
2477,2020-10-08,Bardiya,Clear
2478,2020-10-09,Bardiya,Clear
2479,2020-10-10,Bardiya,Clear
2480,2020-10-11,Bardiya,Clear
2481,2020-10-12,Bardiya,Clear
2482,2020-10-13,Bardiya,Clear
2483,2020-10-14,Bardiya,Clear
2484,2020-10-15,Bardiya,Clear
2485,2020-10-16,Bardiya,Clear
2486,2020-10-17,Bardiya,Clear
2487,2020-10-18,Bardiya,Clear
2488,2020-10-19,Bardiya,Clear
2489,2020-10-20,Bardiya,Clear
2490,2020-10-21,Bardiya,Clear
2491,2020-10-22,Bardiya,Clear
2492,2020-10-23,Bardiya,Clear
2493,2020-10-24,Bardiya,Clear
2494,2020-10-25,Bardiya,Clear
2495,2020-10-26,Bardiya,Clear
2496,2020-10-27,Bardiya,Clear
2497,2020-10-28,Bardiya,Clear
2498,2020-10-29,Bardiya,Clear
2499,2020-10-30,Bardiya,Clear
2500,2020-10-31,Bardiya,Clear
2501,2020-11-01,Bardiya,Clear
2502,2020-11-02,Bardiya,Clear
2503,2020-11-03,Bardiya,Clear
2504,2020-11-04,Bardiya,Clear
2505,2020-11-05,Bardiya,Clear
2506,2020-11-06,Bardiya,Clear
2507,2020-11-07,Bardiya,Clear
2508,2020-11-08,Bardiya,Clear
2509,2020-11-09,Bardiya,Clear
2510,2020-11-10,Bardiya,Clear
2511,2020-11-11,Bardiya,Clear
2512,2020-11-12,Bardiya,Clear
2513,2020-11-13,Bardiya,Clear
2514,2020-11-14,Bardiya,Clear
2515,2020-11-15,Bardiya,Clear
2516,2020-11-16,Bardiya,Clear
2517,2020-11-17,Bardiya,Clear
2518,2020-11-18,Bardiya,Clear
2519,2020-11-19,Bardiya,Clear
2520,2020-11-20,Bardiya,Clear
2521,2020-11-21,Bardiya,Clear
2522,2020-11-22,Bardiya,Clear
2523,2020-11-23,Bardiya,Clear
2524,2020-11-24,Bardiya,Clear
2525,2020-11-25,Bardiya,Clear
2526,2020-11-26,Bardiya,Clear
2527,2020-11-27,Bardiya,Clear
2528,2020-11-28,Bardiya,Clear
2529,2020-11-29,Bardiya,Clear
2530,2020-11-30,Bardiya,Clear
2531,2020-12-01,Bardiya,Clear
2532,2020-12-02,Bardiya,Clear
2533,2020-12-03,Bardiya,Clear
2534,2020-12-04,Bardiya,Clear
2535,2020-12-05,Bardiya,Clear
2536,2020-12-06,Bardiya,Clear
2537,2020-12-07,Bardiya,Clear
2538,2020-12-08,Bardiya,Clear
2539,2020-12-09,Bardiya,Clear
2540,2020-12-10,Bardiya,Clear
2541,2020-12-11,Bardiya,Clear
2542,2020-12-12,Bardiya,Clear
2543,2020-12-13,Bardiya,Clear
2544,2020-12-14,Bardiya,Clear
2545,2020-12-15,Bardiya,Clear
2546,2020-12-16,Bardiya,Clear
2547,2020-12-17,Bardiya,Clear
2548,2020-12-18,Bardiya,Clear
2549,2020-12-19,Bardiya,Clear
2550,2020-12-20,Bardiya,Clear
2551,2020-12-21,Bardiya,Clear
2552,2020-12-22,Bardiya,Clear
2553,2020-12-23,Bardiya,Clear
2554,2020-12-24,Bardiya,Clear
2555,2020-12-25,Bardiya,Clear
2556,2020-12-26,Bardiya,Clear
2557,2020-12-27,Bardiya,Clear
2558,2020-12-28,Bardiya,Clear
2559,2020-12-29,Bardiya,Clear
2560,2020-12-30,Bardiya,Clear
2561,2020-12-31,Bardiya,Clear
2562,2020-01-01,Bhaktapur,Clear
2563,2020-01-02,Bhaktapur,Clear
2564,2020-01-03,Bhaktapur,Clear
2565,2020-01-04,Bhaktapur,Clear
2566,2020-01-05,Bhaktapur,Clear
2567,2020-01-06,Bhaktapur,Clear
2568,2020-01-07,Bhaktapur,Clear
2569,2020-01-08,Bhaktapur,Clear
2570,2020-01-09,Bhaktapur,Clear
2571,2020-01-10,Bhaktapur,Clear
2572,2020-01-11,Bhaktapur,Clear
2573,2020-01-12,Bhaktapur,Clear
2574,2020-01-13,Bhaktapur,Clear
2575,2020-01-14,Bhaktapur,Clear
2576,2020-01-15,Bhaktapur,Clear
2577,2020-01-16,Bhaktapur,Clear
2578,2020-01-17,Bhaktapur,Clear
2579,2020-01-18,Bhaktapur,Clear
2580,2020-01-19,Bhaktapur,Clear
2581,2020-01-20,Bhaktapur,Clear
2582,2020-01-21,Bhaktapur,Clear
2583,2020-01-22,Bhaktapur,Clear
2584,2020-01-23,Bhaktapur,Clear
2585,2020-01-24,Bhaktapur,Clear
2586,2020-01-25,Bhaktapur,Clear
2587,2020-01-26,Bhaktapur,Clear
2588,2020-01-27,Bhaktapur,Clear
2589,2020-01-28,Bhaktapur,Clear
2590,2020-01-29,Bhaktapur,Clear
2591,2020-01-30,Bhaktapur,Clear
2592,2020-01-31,Bhaktapur,Clear
2593,2020-02-01,Bhaktapur,Clear
2594,2020-02-02,Bhaktapur,Clear
2595,2020-02-03,Bhaktapur,Clear
2596,2020-02-04,Bhaktapur,Clear
2597,2020-02-05,Bhaktapur,Clear
2598,2020-02-06,Bhaktapur,Clear
2599,2020-02-07,Bhaktapur,Clear
2600,2020-02-08,Bhaktapur,Clear
2601,2020-02-09,Bhaktapur,Clear
2602,2020-02-10,Bhaktapur,Clear
2603,2020-02-11,Bhaktapur,Clear
2604,2020-02-12,Bhaktapur,Clear
2605,2020-02-13,Bhaktapur,Clear
2606,2020-02-14,Bhaktapur,Clear
2607,2020-02-15,Bhaktapur,Clear
2608,2020-02-16,Bhaktapur,Clear
2609,2020-02-17,Bhaktapur,Clear
2610,2020-02-18,Bhaktapur,Clear
2611,2020-02-19,Bhaktapur,Clear
2612,2020-02-20,Bhaktapur,Clear
2613,2020-02-21,Bhaktapur,Clear
2614,2020-02-22,Bhaktapur,Clear
2615,2020-02-23,Bhaktapur,Clear
2616,2020-02-24,Bhaktapur,Clear
2617,2020-02-25,Bhaktapur,Clear
2618,2020-02-26,Bhaktapur,Clear
2619,2020-02-27,Bhaktapur,Clear
2620,2020-02-28,Bhaktapur,Clear
2621,2020-02-29,Bhaktapur,Clear
2622,2020-03-01,Bhaktapur,Clear
2623,2020-03-02,Bhaktapur,Clear
2624,2020-03-03,Bhaktapur,Clear
2625,2020-03-04,Bhaktapur,Clear
2626,2020-03-05,Bhaktapur,Clear
2627,2020-03-06,Bhaktapur,Clear
2628,2020-03-07,Bhaktapur,Clear
2629,2020-03-08,Bhaktapur,Clear
2630,2020-03-09,Bhaktapur,Clear
2631,2020-03-10,Bhaktapur,Clear
2632,2020-03-11,Bhaktapur,Clear
2633,2020-03-12,Bhaktapur,Clear
2634,2020-03-13,Bhaktapur,Clear
2635,2020-03-14,Bhaktapur,Clear
2636,2020-03-15,Bhaktapur,Clear
2637,2020-03-16,Bhaktapur,Clear
2638,2020-03-17,Bhaktapur,Clear
2639,2020-03-18,Bhaktapur,Clear
2640,2020-03-19,Bhaktapur,Clear
2641,2020-03-20,Bhaktapur,Clear
2642,2020-03-21,Bhaktapur,Clear
2643,2020-03-22,Bhaktapur,Clear
2644,2020-03-23,Bhaktapur,Clear
2645,2020-03-24,Bhaktapur,Clear
2646,2020-03-25,Bhaktapur,Clear
2647,2020-03-26,Bhaktapur,Clear
2648,2020-03-27,Bhaktapur,Clear
2649,2020-03-28,Bhaktapur,Clear
2650,2020-03-29,Bhaktapur,Clear
2651,2020-03-30,Bhaktapur,Clear
2652,2020-03-31,Bhaktapur,Clear
2653,2020-04-01,Bhaktapur,Clear
2654,2020-04-02,Bhaktapur,Clear
2655,2020-04-03,Bhaktapur,Clear
2656,2020-04-04,Bhaktapur,Clear
2657,2020-04-05,Bhaktapur,Clear
2658,2020-04-06,Bhaktapur,Clear
2659,2020-04-07,Bhaktapur,Clear
2660,2020-04-08,Bhaktapur,Clear
2661,2020-04-09,Bhaktapur,Clear
2662,2020-04-10,Bhaktapur,Clear
2663,2020-04-11,Bhaktapur,Clear
2664,2020-04-12,Bhaktapur,Clear
2665,2020-04-13,Bhaktapur,Clear
2666,2020-04-14,Bhaktapur,Clear
2667,2020-04-15,Bhaktapur,Clear
2668,2020-04-16,Bhaktapur,Clear
2669,2020-04-17,Bhaktapur,Clear
2670,2020-04-18,Bhaktapur,Clear
2671,2020-04-19,Bhaktapur,Clear
2672,2020-04-20,Bhaktapur,Clear
2673,2020-04-21,Bhaktapur,Clear
2674,2020-04-22,Bhaktapur,Clear
2675,2020-04-23,Bhaktapur,Clear
2676,2020-04-24,Bhaktapur,Clear
2677,2020-04-25,Bhaktapur,Clear
2678,2020-04-26,Bhaktapur,Clear
2679,2020-04-27,Bhaktapur,Clear
2680,2020-04-28,Bhaktapur,Clear
2681,2020-04-29,Bhaktapur,Clear
2682,2020-04-30,Bhaktapur,Clear
2683,2020-05-01,Bhaktapur,Clear
2684,2020-05-02,Bhaktapur,Clear
2685,2020-05-03,Bhaktapur,Clear
2686,2020-05-04,Bhaktapur,Clear
2687,2020-05-05,Bhaktapur,Clear
2688,2020-05-06,Bhaktapur,Clear
2689,2020-05-07,Bhaktapur,Clear
2690,2020-05-08,Bhaktapur,Clear
2691,2020-05-09,Bhaktapur,Clear
2692,2020-05-10,Bhaktapur,Clear
2693,2020-05-11,Bhaktapur,Clear
2694,2020-05-12,Bhaktapur,Clear
2695,2020-05-13,Bhaktapur,Clear
2696,2020-05-14,Bhaktapur,Clear
2697,2020-05-15,Bhaktapur,Clear
2698,2020-05-16,Bhaktapur,Clear
2699,2020-05-17,Bhaktapur,Clear
2700,2020-05-18,Bhaktapur,Clear
2701,2020-05-19,Bhaktapur,Clear
2702,2020-05-20,Bhaktapur,Clear
2703,2020-05-21,Bhaktapur,Clear
2704,2020-05-22,Bhaktapur,Clear
2705,2020-05-23,Bhaktapur,Clear
2706,2020-05-24,Bhaktapur,Clear
2707,2020-05-25,Bhaktapur,Clear
2708,2020-05-26,Bhaktapur,Clear
2709,2020-05-27,Bhaktapur,Clear
2710,2020-05-28,Bhaktapur,Clear
2711,2020-05-29,Bhaktapur,Clear
2712,2020-05-30,Bhaktapur,Clear
2713,2020-05-31,Bhaktapur,Clear
2714,2020-06-01,Bhaktapur,Clear
2715,2020-06-02,Bhaktapur,Clear
2716,2020-06-03,Bhaktapur,Clear
2717,2020-06-04,Bhaktapur,Clear
2718,2020-06-05,Bhaktapur,Clear
2719,2020-06-06,Bhaktapur,Rainy
2720,2020-06-07,Bhaktapur,Clear
2721,2020-06-08,Bhaktapur,Clear
2722,2020-06-09,Bhaktapur,Clear
2723,2020-06-10,Bhaktapur,Clear
2724,2020-06-11,Bhaktapur,Clear
2725,2020-06-12,Bhaktapur,Clear
2726,2020-06-13,Bhaktapur,Clear
2727,2020-06-14,Bhaktapur,Rainy
2728,2020-06-15,Bhaktapur,Rainy
2729,2020-06-16,Bhaktapur,Rainy
2730,2020-06-17,Bhaktapur,Clear
2731,2020-06-18,Bhaktapur,Rainy
2732,2020-06-19,Bhaktapur,Rainy
2733,2020-06-20,Bhaktapur,Rainy
2734,2020-06-21,Bhaktapur,Rainy
2735,2020-06-22,Bhaktapur,Rainy
2736,2020-06-23,Bhaktapur,Rainy
2737,2020-06-24,Bhaktapur,Rainy
2738,2020-06-25,Bhaktapur,Rainy
2739,2020-06-26,Bhaktapur,Rainy
2740,2020-06-27,Bhaktapur,Rainy
2741,2020-06-28,Bhaktapur,Rainy
2742,2020-06-29,Bhaktapur,Rainy
2743,2020-06-30,Bhaktapur,Rainy
2744,2020-07-01,Bhaktapur,Rainy
2745,2020-07-02,Bhaktapur,Rainy
2746,2020-07-03,Bhaktapur,Rainy
2747,2020-07-04,Bhaktapur,Rainy
2748,2020-07-05,Bhaktapur,Rainy
2749,2020-07-06,Bhaktapur,Rainy
2750,2020-07-07,Bhaktapur,Rainy
2751,2020-07-08,Bhaktapur,Rainy
2752,2020-07-09,Bhaktapur,Rainy
2753,2020-07-10,Bhaktapur,Rainy
2754,2020-07-11,Bhaktapur,Rainy
2755,2020-07-12,Bhaktapur,Rainy
2756,2020-07-13,Bhaktapur,Rainy
2757,2020-07-14,Bhaktapur,Rainy
2758,2020-07-15,Bhaktapur,Rainy
2759,2020-07-16,Bhaktapur,Rainy
2760,2020-07-17,Bhaktapur,Rainy
2761,2020-07-18,Bhaktapur,Rainy
2762,2020-07-19,Bhaktapur,Rainy
2763,2020-07-20,Bhaktapur,Rainy
2764,2020-07-21,Bhaktapur,Rainy
2765,2020-07-22,Bhaktapur,Rainy
2766,2020-07-23,Bhaktapur,Rainy
2767,2020-07-24,Bhaktapur,Rainy
2768,2020-07-25,Bhaktapur,Rainy
2769,2020-07-26,Bhaktapur,Rainy
2770,2020-07-27,Bhaktapur,Rainy
2771,2020-07-28,Bhaktapur,Rainy
2772,2020-07-29,Bhaktapur,Rainy
2773,2020-07-30,Bhaktapur,Rainy
2774,2020-07-31,Bhaktapur,Rainy
2775,2020-08-01,Bhaktapur,Rainy
2776,2020-08-02,Bhaktapur,Rainy
2777,2020-08-03,Bhaktapur,Rainy
2778,2020-08-04,Bhaktapur,Rainy
2779,2020-08-05,Bhaktapur,Rainy
2780,2020-08-06,Bhaktapur,Rainy
2781,2020-08-07,Bhaktapur,Rainy
2782,2020-08-08,Bhaktapur,Rainy
2783,2020-08-09,Bhaktapur,Rainy
2784,2020-08-10,Bhaktapur,Rainy
2785,2020-08-11,Bhaktapur,Rainy
2786,2020-08-12,Bhaktapur,Rainy
2787,2020-08-13,Bhaktapur,Rainy
2788,2020-08-14,Bhaktapur,Rainy
2789,2020-08-15,Bhaktapur,Rainy
2790,2020-08-16,Bhaktapur,Rainy
2791,2020-08-17,Bhaktapur,Rainy
2792,2020-08-18,Bhaktapur,Rainy
2793,2020-08-19,Bhaktapur,Rainy
2794,2020-08-20,Bhaktapur,Rainy
2795,2020-08-21,Bhaktapur,Rainy
2796,2020-08-22,Bhaktapur,Rainy
2797,2020-08-23,Bhaktapur,Rainy
2798,2020-08-24,Bhaktapur,Rainy
2799,2020-08-25,Bhaktapur,Rainy
2800,2020-08-26,Bhaktapur,Rainy
2801,2020-08-27,Bhaktapur,Rainy
2802,2020-08-28,Bhaktapur,Rainy
2803,2020-08-29,Bhaktapur,Rainy
2804,2020-08-30,Bhaktapur,Rainy
2805,2020-08-31,Bhaktapur,Rainy
2806,2020-09-01,Bhaktapur,Cloudy
2807,2020-09-02,Bhaktapur,Rainy
2808,2020-09-03,Bhaktapur,Rainy
2809,2020-09-04,Bhaktapur,Rainy
2810,2020-09-05,Bhaktapur,Rainy
2811,2020-09-06,Bhaktapur,Rainy
2812,2020-09-07,Bhaktapur,Cloudy
2813,2020-09-08,Bhaktapur,Cloudy
2814,2020-09-09,Bhaktapur,Rainy
2815,2020-09-10,Bhaktapur,Rainy
2816,2020-09-11,Bhaktapur,Rainy
2817,2020-09-12,Bhaktapur,Rainy
2818,2020-09-13,Bhaktapur,Rainy
2819,2020-09-14,Bhaktapur,Rainy
2820,2020-09-15,Bhaktapur,Rainy
2821,2020-09-16,Bhaktapur,Cloudy
2822,2020-09-17,Bhaktapur,Cloudy
2823,2020-09-18,Bhaktapur,Cloudy
2824,2020-09-19,Bhaktapur,Cloudy
2825,2020-09-20,Bhaktapur,Rainy
2826,2020-09-21,Bhaktapur,Cloudy
2827,2020-09-22,Bhaktapur,Cloudy
2828,2020-09-23,Bhaktapur,Cloudy
2829,2020-09-24,Bhaktapur,Cloudy
2830,2020-09-25,Bhaktapur,Cloudy
2831,2020-09-26,Bhaktapur,Cloudy
2832,2020-09-27,Bhaktapur,Cloudy
2833,2020-09-28,Bhaktapur,Cloudy
2834,2020-09-29,Bhaktapur,Cloudy
2835,2020-09-30,Bhaktapur,Cloudy
2836,2020-10-01,Bhaktapur,Cloudy
2837,2020-10-02,Bhaktapur,Cloudy
2838,2020-10-03,Bhaktapur,Cloudy
2839,2020-10-04,Bhaktapur,Cloudy
2840,2020-10-05,Bhaktapur,Cloudy
2841,2020-10-06,Bhaktapur,Cloudy
2842,2020-10-07,Bhaktapur,Cloudy
2843,2020-10-08,Bhaktapur,Cloudy
2844,2020-10-09,Bhaktapur,Cloudy
2845,2020-10-10,Bhaktapur,Cloudy
2846,2020-10-11,Bhaktapur,Cloudy
2847,2020-10-12,Bhaktapur,Cloudy
2848,2020-10-13,Bhaktapur,Cloudy
2849,2020-10-14,Bhaktapur,Clear
2850,2020-10-15,Bhaktapur,Cloudy
2851,2020-10-16,Bhaktapur,Clear
2852,2020-10-17,Bhaktapur,Cloudy
2853,2020-10-18,Bhaktapur,Clear
2854,2020-10-19,Bhaktapur,Clear
2855,2020-10-20,Bhaktapur,Clear
2856,2020-10-21,Bhaktapur,Clear
2857,2020-10-22,Bhaktapur,Clear
2858,2020-10-23,Bhaktapur,Clear
2859,2020-10-24,Bhaktapur,Clear
2860,2020-10-25,Bhaktapur,Clear
2861,2020-10-26,Bhaktapur,Clear
2862,2020-10-27,Bhaktapur,Clear
2863,2020-10-28,Bhaktapur,Clear
2864,2020-10-29,Bhaktapur,Clear
2865,2020-10-30,Bhaktapur,Clear
2866,2020-10-31,Bhaktapur,Clear
2867,2020-11-01,Bhaktapur,Clear
2868,2020-11-02,Bhaktapur,Clear
2869,2020-11-03,Bhaktapur,Clear
2870,2020-11-04,Bhaktapur,Clear
2871,2020-11-05,Bhaktapur,Clear
2872,2020-11-06,Bhaktapur,Clear
2873,2020-11-07,Bhaktapur,Clear
2874,2020-11-08,Bhaktapur,Clear
2875,2020-11-09,Bhaktapur,Clear
2876,2020-11-10,Bhaktapur,Clear
2877,2020-11-11,Bhaktapur,Clear
2878,2020-11-12,Bhaktapur,Clear
2879,2020-11-13,Bhaktapur,Clear
2880,2020-11-14,Bhaktapur,Clear
2881,2020-11-15,Bhaktapur,Clear
2882,2020-11-16,Bhaktapur,Clear
2883,2020-11-17,Bhaktapur,Clear
2884,2020-11-18,Bhaktapur,Clear
